product_id,product_name,product_description,product_thumbnail,brand,standard_price,dimension,created_at,modified_at
333,"Comfee 1.5 Ton 3 Star Non-Inverter Split AC (OAS18EE3R39F0+OF183R3AC90, White)","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/511IY0I9Z7L._AC_UL320_.jpg,Comfee,135,5.6 x 5.88 x 46.51,2021-01-31 23:34:14,2021-06-16 06:57:53
334,RISARYA H20R1203 IGBT 1PCS POWER TRANSISTOR 20A 1200V REVERSE CONDUCTING HEATING AND WIDELY USED IN INDUCTION COOKER T0247...,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51IH9TYfcaL._AC_UL320_.jpg,RISARYA,371,126.4 x 77.82 x 83.22,2016-07-05 09:36:07,2016-11-17 16:59:46
335,"Lloyd 1.0 Ton 3 Star Hot & Cold Inverter Split AC With Smart 4-way Swing (Copper, 5-in-1 Variable Capacity Setting, PM 2.5...","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/411EbUzCdfL._AC_UL320_.jpg,Lloyd,357,92.1 x 50.35 x 67.02,2022-06-29 12:55:06,2022-11-11 20:18:45
336,Blue Star Air Conditioner|1 Ton|5 Star|Inverter Split AC|Copper|Comfort Sleep|IA512DNU|2022|White,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21ZP4zlcHwL._AC_UL320_.jpg,Blue Star,442,113.7 x 26.19 x 26.14,2018-10-02 05:52:49,2019-02-14 13:16:28
337,"Voltas 1 Ton 3 Star Split Air Conditioner with High Ambient Cooling.(123V CZQ, White)","Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JiAUPxQ0L._AC_UL320_.jpg,Voltas,275,68.2 x 15.26 x 21.45,2018-10-16 03:29:51,2019-02-28 10:53:30
338,Carrier ESTRELLA Window AC (1.5 Ton 5 Star Rating White Copper),Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41HdR6t+MnL._AC_UL320_.jpg,Carrier,620,26.6 x 93.98 x 5.55,2017-07-28 22:02:33,2017-12-11 05:26:12
339,Whirlpool Supreme Cool Xpand 1.5T 5 Star Inverter Split Air Conditioner(41337),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/3152wa3gKyL._AC_UL320_.jpg,Whirlpool,463,108.1 x 81.06 x 25.71,2017-07-17 21:26:41,2017-11-30 04:50:20
340,Samsung 1.5 Ton 3 Star Inverter Split AC (Alloy AR18NV3HLTRStar Flower White),"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xQNSWHzqL._AC_UL320_.jpg,Samsung,665,124.4 x 94.73 x 60.87,2019-03-25 03:21:27,2019-08-07 10:45:06
341,"Personal Air Conditioners Portable AC Mini Air Conditioner for Office Dorm Room,Small AC Desktop Air Cooler Fan with Humid...","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71yv+l447HL._AC_UL320_.jpg,Personal,419,193.0 x 36.69 x 23.12,2018-03-08 09:49:09,2018-07-21 17:12:48
342,"Lloyd 1.5 Ton 3 Star Window AC (Copper, Clean Air Filter, 2021 Model, GLW18B32WCZZ, White)","Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71CVqAmROjL._AC_UL320_.jpg,Lloyd,59,54.6 x 77.64 x 50.99,2021-02-14 08:02:45,2021-06-29 15:26:24
343,"Haier 2 Ton 1 Star Antibacterial Coating, Dust Filter, Dehumidifier Split System AC (Copper, 2020, HSU22T-TFW1B, White)","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51vrX2OSiyL._AC_UL320_.jpg,Haier,238,37.2 x 74.79 x 28.18,2020-11-15 07:41:53,2021-03-30 15:05:32
344,"Whirlpool 1.0 Ton 3 Star Split AC (Copper, 1.0T MAGICOOL ELITE PRO 3S COPR, White)","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71tCkpBFPlL._AC_UL320_.jpg,Whirlpool,541,23.8 x 41.82 x 42.02,2017-11-28 04:30:26,2018-04-12 11:54:05
345,Carrier 18k 5 Star Emperia Cxi Hybridjet Wi fi Inverter R32 Split Ac (224050077650 - White),"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41w0p5dlpiL._AC_UL320_.jpg,Carrier,494,21.7 x 79.17 x 57.91,2021-04-17 07:20:05,2021-08-30 14:43:44
346,Voltas 1.5 Ton 3 Star Split Inverter Air Conditioner (183VXAZR) White,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31sMuEj8MWL._AC_UL320_.jpg,Voltas,601,121.2 x 72.11 x 64.17,2021-03-09 04:43:48,2021-07-22 12:07:27
347,"LG Super Convertible Split System 5-in-1, 5 Star (1.5 TON) with Anti Virus protection 2022 MODEL,(PS-Q19BNZE WHITE)","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516t0QE0TvL._AC_UL320_.jpg,LG,154,131.2 x 47.03 x 62.71,2017-04-11 03:29:08,2017-08-24 10:52:47
348,"LG 1 Ton 3 Star Inverter Split AC (5-in-1 super Convertible, Anti-Virus protection, PS-Q12JNXE, White)","In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31GXp3kHDEL._AC_UL320_.jpg,LG,97,76.9 x 20.85 x 85.53,2018-01-13 17:42:12,2018-05-29 01:05:51
349,Godrej 1.5 Ton 3 Star Inverter Split AC (Copper GIC 18WTC3-WSB White),"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Yf0UNmJSS._AC_UL320_.jpg,Godrej,97,154.7 x 78.6 x 11.35,2020-01-20 14:43:45,2020-06-03 22:07:24
350,"Daikin 1.5 Ton 3 Star Split AC (FTL50TV16W4, White)","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61yWm0nsxxL._AC_UL320_.jpg,Daikin,363,138.4 x 80.44 x 32.67,2019-07-15 09:24:14,2019-11-27 16:47:53
351,"LG 1.0 Ton 3 Star with UV Nano Inverter Split AC (Copper, Convertible 5-in-1, HD Filter with Anti Virus protection, 2021 M...","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lyOjfKhML._AC_UL320_.jpg,LG,236,189.5 x 85.8 x 13.1,2022-06-23 17:08:13,2022-11-06 00:31:52
352,"Voltas 1.5 Ton Inverter 5 Star Split AC (185V DZZ, R-32, White)",In congue. Etiam justo. Etiam pretium iaculis justo.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/315cDf8O4bL._AC_UL320_.jpg,Voltas,642,14.5 x 95.09 x 27.02,2016-01-19 16:25:31,2016-06-02 23:49:10
353,"LG 1.0 Ton 5 Star AI Convertible 6-in-1 Air Conditioner (PS-Q13JNZE, White)","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31J3aBWsxML._AC_UL320_.jpg,LG,657,55.9 x 21.76 x 73.32,2018-07-02 15:30:20,2018-11-14 22:53:59
354,Godrej 1.5 Ton 3 Star Inverter Split AC (Copper GSC 18 AMINV 3 RWQM White),Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NaMnmcFjS._AC_UL320_.jpg,Godrej,340,114.8 x 97.9 x 16.51,2021-11-09 12:38:38,2022-03-24 20:02:17
355,"LG 1 Ton 3 Star Inverter Split AC (JS-Q12CPXD, White)","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71qhcBsZZbL._AC_UL320_.jpg,LG,362,40.1 x 64.76 x 2.05,2022-10-27 15:06:45,2023-03-11 22:30:24
356,"Whirlpool 1.5 Ton 3 Star Inverter Split AC (Copper, 1.5T FLEXICHILL 3S COPR INVERTER, White)","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51YOQcGoVqL._AC_UL320_.jpg,Whirlpool,430,154.3 x 71.07 x 65.97,2022-06-16 13:20:37,2022-10-29 20:44:16
357,"LG 2.0 Ton 3 Star Inverter Split AC (Copper, LS-Q24HNXA1, White, Low Gas Detection)","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61oBNxWvthL._AC_UL320_.jpg,LG,465,118.5 x 74.16 x 10.18,2020-05-13 06:05:27,2020-09-25 13:29:06
358,"LG 1 Ton 3 Star Inverter Split AC (Copper, KS-Q12YNXA, White, Himalaya Cool)","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41dzBhUVnHL._AC_UL320_.jpg,LG,479,16.1 x 62.39 x 49.99,2017-08-23 00:22:43,2018-01-05 07:46:22
359,SPLIT AC - 1.5TR HITACHI KIYORA 5100X HP INVERTER HEATPUMP - R410A - RSRG517HEXA,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41AY1pk5oRL._AC_UL320_.jpg,SPLIT,434,38.1 x 94.38 x 39.55,2022-02-13 09:09:26,2022-06-28 16:33:05
360,"Samsung 1 Ton 4 Star Windfree Technology, Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Tri Care Filter, 202...","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81cGjED7oaL._AC_UL320_.jpg,Samsung,355,165.1 x 52.5 x 5.02,2019-02-15 00:54:42,2019-06-30 08:18:21
361,Voltas Split Air Conditioner,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51QEB4geSPL._AC_UL320_.jpg,Voltas,248,28.8 x 1.04 x 25.73,2020-06-23 01:37:08,2020-11-05 09:00:47
362,Carrier AC 1.5Ton 18K Durafresh CXI 4 Star Inverter(CAI18DF4R31F0),"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qn65y998L._AC_UL320_.jpg,Carrier,551,36.4 x 32.63 x 38.17,2017-04-27 23:17:08,2017-09-10 06:40:47
363,"Voltas 183V ADA 1.5 Ton Window 3 Star Inverter Ac, Stainless Steel, White","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71DF-b6P+YL._AC_UL320_.jpg,Voltas,541,88.0 x 60.26 x 54.02,2017-01-13 01:31:55,2017-05-28 08:55:34
364,"LG 1.5 Ton 3 Star with UV Nano Inverter Split AC (Copper, Convertible 5-in-1, HD Filter with Anti Virus protection, 2021 M...","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51lyOjfKhML._AC_UL320_.jpg,LG,157,193.2 x 94.27 x 72.33,2017-08-09 02:18:35,2017-12-22 09:42:14
365,"Godrej 1.5 Ton 3 Star Window AC (Copper, 2019 Model, AC 1.5T GWC 18UTC3-WSA, White)","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41s-J3Ry8DL._AC_UL320_.jpg,Godrej,445,160.4 x 63.49 x 32.3,2017-07-28 11:02:05,2017-12-10 18:25:44
366,"Midea 1.5 Ton 3 star Split AC (Copper, HD Filter, 2022 Model, SANTIS NEO+ CLS, White","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21416b1W0CL._AC_UL320_.jpg,Midea,504,81.2 x 99.23 x 32.29,2017-02-10 05:02:31,2017-06-25 12:26:10
367,Carrier Estrella Dx 24K 2 Star Window AC with Energy Saver Mode 2 Ton,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hJUkdRSLL._AC_UL320_.jpg,Carrier,80,53.9 x 1.05 x 17.38,2016-08-19 15:29:31,2017-01-01 22:53:10
368,Voltas 1 Ton 5 Star Inverter Split AC (Copper 125V DZV White),"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61D9vGKZ+6L._AC_UL320_.jpg,Voltas,542,53.4 x 60.92 x 51.56,2018-11-30 04:34:06,2019-04-14 11:57:45
369,Lloyd 1.5 Ton 3 Star Window AC (LW19A3N White),"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81+9-QQwdRL._AC_UL320_.jpg,Lloyd,524,117.9 x 85.15 x 62.52,2016-12-03 18:47:30,2017-04-18 02:11:09
370,"Carrier Durawhite Pro+ CX 1.5 Ton 3 Star Split AC (Copper Condenser, CAS18ES3R30F1, White)","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Ho-yyjPUL._AC_UL320_.jpg,Carrier,362,197.2 x 90.53 x 98.52,2021-02-14 03:53:38,2021-06-29 11:17:17
371,"LG 1 Ton 3 Star Split Dual Inverter AC - White (MS-Q12ENXA, Copper Condenser)",In congue. Etiam justo. Etiam pretium iaculis justo.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31D1bUrYZbL._AC_UL320_.jpg,LG,440,195.2 x 69.22 x 18.16,2018-06-27 21:57:23,2018-11-10 05:21:02
372,"Whirlpool 1.5 Ton 3 Star Inverter Split AC (Copper, 1.5T MAGICOOL PRO 3S COPR INVERTER, White)","Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NS0D3V5vL._AC_UL320_.jpg,Whirlpool,80,164.3 x 97.94 x 94.42,2018-04-18 14:19:16,2018-08-31 21:42:55
